Qu_1_a,Qu_1_b,Qu_1_c,Qu_1_d,Qu_2_a,Qu_2_b,Qu_2_c,Qu_2_d,Qu_3_a,Qu_3_b,Qu_3_c,Qu_3_d,Qu_4_a,Qu_4_b,Qu_4_c,Qu_4_d,Qu_5,Qu_6,Qu_7,Qu_8,Qu_9,Qu_10,Qu_11,Qu_12,Qu_13,Qu_14_a,Qu_14_b,Qu_15_a,Qu_15_b,Qu_15_c,Qu_15_d
4,3,4,5,3,4,5,6,4,3,4,5,4,3,3,5,China,China,Male,23,Student,Master's Degree,Medium,Medium,No,4,4,4,4,3,3
3,3,1,2,3,1,4,6,2,1,3,6,1,1,2,6,China,China,0,27,Accountant,2,2,3,No,6,4,6,1,1,1
3,3,5,5,3,3,7,3,2,3,6,3,1,1,6,3,Brazil,Brazil,Male,20,Student,Some College Ê,Very Low Ê,High,No,7,4,2,2,2,1
1,1,1,2,2,2,7,7,2,2,7,6,2,1,1,3,Vietnam,Vietnam,Female,21,Students,High School/Secondary School,Very Low,Low,No,7,7,3,3,4,2
4,6,6,6,2,2,7,2,1,1,7,1,3,1,6,3,France,France,Female,27,Public Servant,College/University Degree,Medium,Medium,No,7,7,1,1,1,1
3,3,2,2,1,3,4,2,2,2,4,4,2,2,3,3,China,China,Female,22,Student,College/University Degree,Low,Medium,No,6,4,4,5,1,5
2,5,2,6,1,1,6,3,1,1,4,4,2,6,5,5,Canada,Lebanon,Male,29,Financial Advisor,College/University Degree,Medium,Medium,No,4,4,2,1,1,1
2,3,1,2,1,1,6,2,2,1,7,2,2,1,4,2,Turkey,Turkey,1,25,Student,4,1,3,1,2,2,1,4,1,1
3,6,1,1,6,3,7,7,3,3,7,6,6,5,7,5,United Kingdom,United Kingdom,Male,25,Student,4,3,4,No,7,7,1,1,1,1
6,2,1,1,1,7,6,2,6,7,2,3,7,7,7,7,China,China,Male,31,Hr,College/University Degree,Medium,Medium,No,7,7,1,1,1,1
6,5,2,4,7,7,7,6,3,5,7,6,2,2,5,4,Brazil,Brazil,Male,19,Student,Some College,Medium,Medium,Yes,1,1,5,5,7,6
3,3,3,5,2,2,7,1,2,2,7,2,2,2,3,2,United States,United States,Male,30,Sales,High School/Secondary School&amp,Medium,Medium,No,7,7,1,1,1,1
3,3,1,1,1,2,2,2,1,2,1,1,1,5,3,5,China,China,Male,24,Student,MasterÕs Degree,Low,High,No,7,7,2,2,2,2
2,2,3,2,5,3,5,7,6,3,6,6,2,2,2,2,China,China,Female,24,Student,College/University Degree,Medium,Medium,No,6,6,2,1,1,1
1,2,2,3,3,3,4,4,2,2,2,2,1,2,2,2,China,China,Male,23,Student,Master's Degree,Medium,Medium,No,7,6,3,5,4,4
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,China,China,Female,22,Student,College/University Degree,High,High,Yes,4,4,1,1,1,1
1,5,1,2,2,3,1,5,1,1,1,1,2,1,2,2,United Kingdom,United Kingdom,Female,28,Student,Some College,Medium,Medium,No,5,7,3,3,2,3
3,3,2,1,4,3,7,5,3,4,4,5,2,3,4,4,Malaysia,Malaysia,Male,23,Student,College/University Degree,Low,Low,No,7,7,4,3,1,2
1,1,1,1,2,2,7,2,1,1,3,2,3,2,3,2,Greece,Greece,Female,23,Student,College/University Degree,Medium,High,Yes,4,2,1,1,1,1
1,1,1,1,3,1,7,2,3,1,6,2,5,4,3,2,Canada,Canada,Female,21,Student,Some College,Very Low,Medium,No,7,7,1,2,1,2
4,1,1,2,4,3,6,3,2,2,4,2,5,2,3,2,Kenya,Kenya,Female,24,Student,College/University Degree,Low,Low,Yes,2,1,1,1,1,1
2,4,3,6,6,5,7,5,7,3,7,3,3,3,6,1,Germany,Germany,Male,26,Student,College/University Degree,Very Low,Very Low,Yes,6,6,2,2,2,2
1,1,2,1,3,3,7,2,2,2,5,2,4,3,2,1,United Kingdom,United Kingdom,Male,23,Unemployed,Master's Degree,Very Low,Medium,No,7,7,3,2,1,1
2,1,2,5,1,2,2,2,1,2,2,2,1,2,2,2,China,Hong Kong,Male,50,Merchandiset,College/University Degree,Low,Low,Yes,2,1,1,1,1,1
1,2,2,2,1,2,7,4,1,4,7,3,1,2,7,4,Brazil,Brazil,Male,24,Student,MasterÕs Degree,Low,Medium,Yes,2,1,5,1,1,1
5,7,2,3,3,3,7,3,3,3,7,3,3,3,3,3,United Kingdom,United Kingdom,Female,22,Student,College/University Degree,Low,Low,No,5,7,1,4,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Canada,Canada,Male,43,Manager,Some College,Low,Medium,No,7,6,1,4,1,4
4,3,4,5,5,5,3,3,4,5,2,2,6,7,6,5,Turkey,Turkey,Female,20,Student,Master Degree,Medium,Medium,Yes,3,6,5,1,1,2
4,3,3,2,2,4,4,3,3,3,4,3,2,4,3,3,Philippines,Philippines,Male,30,Engineer,College/University Degree,Medium,Medium,Yes,4,2,3,3,1,2
,1,1,1,1,1,5,1,1,1,4,1,1,1,4,1,South Africa,South Africa,Female,39,Clerk,High School/Secondary School&amp,High,High,Yes,2,1,1,1,1,1
3,3,1,2,2,3,3,7,2,3,7,2,3,3,1,2,Ghana,Ghana,Female,31,Student,College/University Degree,Low,Low,Yes,1,1,1,1,1,1
6,2,1,1,3,2,3,5,1,1,2,2,2,2,2,1,South Africa,South Africa,Female,18,Student,High School/Secondary School&amp,Low,Medium,Yes,1,1,1,1,1,1
2,3,3,2,5,4,4,3,3,4,3,3,4,3,2,3,Philippines,Philippines,Male,30,Data Analys,Some College,Medium,Medium,Yes,5,4,3,5,4,5
3,3,2,3,3,3,5,3,3,4,5,5,3,4,5,3,Philippines,Philippines,Female,40,Part Time Tutor,Some College,Medium,Medium,Yes,2,1,2,3,1,1
2,3,4,3,1,1,2,4,1,2,3,3,1,1,2,2,Egypt,Egypt,Male,22,Student,College/University Degree,Very Low,Very High,Yes,1,1,1,1,1,1
7,1,1,4,2,4,7,5,1,1,1,2,1,7,4,4,Philippines,Philippines,Female,31,Software Professional,College/University Degree,Medium,Low,Yes,2,1,1,1,1,1
4,2,3,3,3,1,5,4,3,2,6,4,3,1,3,3,Greece,Greece,Male,30,Student,MasterÕs Degree,Medium,Medium,Yes,4,3,2,3,1,1
5,5,2,4,4,5,7,7,3,5,7,7,7,7,7,5,United States,United States,Male,29,Musician,Master&amp;amp;rsquo;s Degree,Very Low,High,No,7,7,5,5,5,5
3,2,1,1,4,3,7,6,3,3,4,4,3,2,3,3,Brazil,Brazil,Female,22,Trainee / Consultancy,Some College,Very Low,High,No,6,1,3,7,7,7
5,1,1,3,,,,,2,3,4,5,2,3,5,3,South Africa,South Africa,Female,19,Scholar,High School/Secondary School&amp,Low,Medium,Yes,3,1,1,1,1,1
5,4,2,5,2,3,5,7,2,3,2,5,3,1,1,3,China,China,Male,24,Lawyer,College/University Degree,Medium,Medium,No,7,7,1,5,1,1
3,4,5,6,3,4,5,4,3,4,5,6,2,3,4,5,Philippines,Philippines,Female,34,Mturk,Master's Degree,Medium,High,Yes,4,3,3,2,3,5
2,3,4,5,3,3,5,4,2,2,4,4,2,2,1,4,Korea,Korea,Male,24,Student,Master's Degree,Low,Medium,No,7,7,1,1,3,1
1,1,1,1,3,2,5,3,2,1,3,2,3,2,2,3,South Africa,South Africa,Male,57,Academic,Master&amp;rsquo;s Degree,High,High,Yes,3,1,1,1,1,1
2,2,2,2,3,3,5,3,2,2,4,3,3,3,6,2,Mexico,Mexico,Male,29,Student,College/University Degree,High,Medium,No,4,5,1,2,1,1
2,2,2,6,3,3,3,3,2,2,2,2,3,3,3,3,China,China,Female,25,Student,Master's Degree,Medium,Medium,No,6,6,3,3,3,3
2,3,4,5,2,3,,5,5,4,3,3,4,5,3,4,Vietnam,Vietnam,Male,22,Student,Master's Degree,Medium,Medium,No,3,3,6,5,4,3
2,1,1,1,1,1,3,2,1,1,2,2,1,1,3,1,United Kingdom,United Kingdom,Female,29,Student,College/University Degree,Medium,Low,No,4,7,1,2,2,1
3,2,5,6,2,1,2,3,6,5,2,3,6,5,6,5,Philippines,Philippines,Male,36,Service,Master's Degree,Medium,Medium,Yes,2,2,1,2,1,1
2,5,2,3,7,7,7,7,6,6,7,7,3,3,7,6,Switzerland,Switzerland,Male,22,Banking,High School/Secondary School,Low,Medium,No,7,7,4,1,2,4
1,2,1,2,2,3,4,3,1,2,4,3,2,2,4,4,China,China,Female,25,Student,4,3,3,Yes,4,4,1,2,1,1
2,2,3,3,2,3,3,4,3,2,2,4,4,3,5,4,China,China,Female,21,Student,Master's Degree,Medium,Medium,No,7,7,4,3,3,3
3,4,5,4,2,3,3,5,3,3,3,4,5,4,3,4,China,China,Male,23,Student,Master's Degree,Medium,Medium,No,5,2,4,4,4,4
2,2,2,2,3,3,6,4,2,2,3,4,3,1,1,1,Greece,Greece,Female,31,Phd Student,Master's Degree,Medium,Medium,Yes,4,3,2,3,1,1
4,3,5,4,5,3,7,3,2,2,1,1,2,3,3,4,Turkey,Turkey,Male,24,Teacher / Professor,College/University Degree,Medium,Medium,Yes,1,1,3,5,1,1
2,2,3,3,3,2,4,4,2,2,4,5,3,4,4,5,Hong-Kong,Hong-Kong,Male,26,Student,MasterÕs Degree,Very Low,Low,No,7,7,4,3,1,3
5,3,2,5,2,3,3,3,2,3,4,3,2,2,3,2,Switzerland,Turkey,Female,25,Student,College/University Degree,Low,Medium,No,7,7,7,5,2,2
2,2,1,5,4,3,7,3,4,2,6,3,3,1,4,1,Singapore,Singapore,Male,33,Chemist,College/University Degree,Medium,High,Yes,3,1,2,1,2,2
3,3,3,2,7,7,7,6,4,4,4,3,3,3,4,3,Russian Federation,Russian Federation,Male,20,Student,College/University Degree,High,High,No,7,7,2,4,3,3
2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,United States,China,Male,27,Office Worker,College/University Degree,Medium,Medium,Yes,3,3,4,4,4,4
3,3,3,3,3,5,6,5,3,3,5,5,3,3,5,3,Canada,Canada,Female,25,Adminsitrative,College/University Degree,Medium,Medium,No,7,7,2,3,2,2
2,2,2,2,3,3,5,3,2,2,4,3,3,3,6,2,Mexico,Mexico,Male,29,Student,College/University Degree,High,Medium,No,4,5,1,2,1,1
2,3,2,2,5,1,7,2,2,2,4,2,2,2,2,2,"Taiwan, Province Of China","Taiwan, Province Of China",Male,23,Student,4,3,3,Yes,2,2,1,1,1,1
1,2,1,4,1,2,3,1,4,1,3,5,1,4,3,7,France,France,Male,22,Student,College/University Degree,Very Low,High,Yes,2,2,1,1,2,1
2,4,1,2,2,5,6,6,2,1,2,5,4,7,2,2,Malaysia,Malaysia,Male,23,Student,College/University Degree,Very Low,Very Low,No,7,6,1,3,2,1
1,1,1,1,6,2,6,3,2,2,4,2,6,2,3,1,Mexico,Mexico,Male,27,Student,Master's Degree,Medium,Low,Yes,7,1,3,3,2,1
3,5,2,6,4,2,6,4,3,5,5,5,1,1,2,1,China,China,Male,24,Student,Master,Very Low,Low,No,6,6,2,3,1,1
4,4,3,2,3,2,5,2,1,1,2,1,1,2,5,4,Taiwan,Taiwan,Female,33,Engineer,4,4,3,1,4,2,4,3,3,3
1,1,1,2,1,1,7,5,1,1,2,2,1,1,1,3,Brazil,Brazil,Female,51,Administrative Assistant,Some College,Low,Medium,Yes,5,1,4,7,7,7
4,3,2,2,1,3,4,2,1,2,4,3,2,5,4,4,India,India,Female,29,Homemaker,Master&amp;amp;rsquo;s Degree,High,High,Yes,1,1,5,4,1,1
6,3,3,3,5,3,6,6,5,3,6,6,2,1,6,2,Azerbaijan,Azerbaijan,Male,26,Student,College/University Degree,High,High,Yes,2,2,5,2,1,6
2,1,3,1,3,2,7,2,3,1,3,1,2,1,1,1,Brazil,Brazil,Female,19,Student,Some College,Low,Very High,Yes,7,1,6,1,7,6
2,2,1,7,2,6,3,2,2,1,3,3,1,4,3,3,South Africa,South Africa,Male,18,Accountant,High School/Secondary School&amp,Very Low,Medium,Yes,4,6,2,3,2,6
6,2,1,1,6,6,6,6,2,2,3,4,2,6,4,4,Greece,Greece,Female,31,Account Manager,MasterÕs Degree,Medium,Medium,No,7,6,2,2,1,2
2,4,2,2,6,6,6,4,4,4,4,3,2,4,4,3,Taiwan,Taiwan,Male,20,Student,3,3,4,1,2,1,4,4,2,2
2,3,4,5,4,3,3,2,3,3,2,1,2,3,3,4,Turkey,Turkey,1,27,Academic,2,3,2,0,1,1,3,3,3,3
2,1,1,3,4,3,5,4,2,3,5,5,2,2,4,3,China,China,Female,23,Student,Master,Low,High,No,6,5,2,3,2,3
4,4,2,2,6,3,7,3,3,3,6,3,2,2,5,3,Brazil,Brazil,Female,24,Manager,College/University DegreeÊ,Medium,Medium,Yes,7,7,1,1,1,1
2,2,3,2,2,2,6,5,1,1,2,2,3,3,3,3,Thailand,Thailand,Female,25,Pg Student,Master&#039;s Degree,Low,Low,Yes,4,1,3,5,3,3
5,4,4,3,6,5,5,5,6,6,5,6,4,4,3,5,China,China,Female,20,Student,Master Degree,Medium,Medium,No,1,1,7,4,1,1
2,2,1,2,3,2,7,3,6,2,6,3,3,2,2,1,Nigeria,Nigeria,Female,19,Student,High School/Secondary School,Low,Low,Yes,2,1,3,6,2,5
3,2,3,3,4,4,6,4,4,5,7,5,3,1,3,5,"Taiwan, Province Of China","Taiwan, Province Of China",Male,19,Student,Master Degree,Medium,Medium,Yes,1,3,4,3,1,3
1,2,3,2,7,3,7,2,7,2,7,1,1,2,5,3,Lebanon,Lebanon,Male,56,Management,MasterÕs Degree,High,High,No,7,,1,3,1,3
1,1,1,1,2,2,7,4,1,1,3,3,3,3,2,2,Greece,Greece,Female,25,Student,College/University Degree,Medium,High,Yes,3,2,1,3,1,1
2,2,2,1,3,4,5,6,2,3,2,3,3,3,4,3,South Africa,South Africa,Male,22,Studying,High School/Secondary School&amp,Medium,Low,No,1,1,2,2,1,1
2,2,2,2,2,1,3,2,1,1,1,1,1,1,2,2,China,China,Female,23,Student,University,Low,Medium,No,7,7,1,1,1,1
3,1,2,3,3,3,4,5,2,2,4,3,1,3,5,2,Vietnam,Vietnam,Male,23,Student,College/University Degree&amp;nb,Medium,Medium,No,6,6,3,7,7,5
1,3,3,3,3,3,3,5,3,3,3,3,3,2,3,1,France,France,Female,27,Student,College/University Degree,High,High,No,7,6,3,3,2,3
5,2,2,2,2,4,5,2,1,4,5,2,2,4,5,2,Mexico,Mexico,Male,35,Employee - Financial Planning,Master's Degree,Medium,Medium,Yes,3,1,4,2,1,2
6,5,2,6,6,5,7,3,2,3,5,3,2,4,6,3,Thailand,Thailand,Male,22,Student,College/University Degree,Low,Medium,Yes,4,7,1,1,1,5
3,4,3,3,3,4,5,3,2,3,4,3,4,3,3,2,United States,United States,Female,48,Administrative Assistant,College/University Degree&amp;am,Medium,Medium,Yes,6,6,3,5,3,2
6,5,2,3,2,3,4,3,2,3,4,3,2,4,3,2,China,China,Male,21,Engineer,College/University Degree,Medium,Medium,Yes,4,2,3,1,1,1
3,1,1,5,3,1,7,4,2,2,6,4,1,3,5,3,Brazil,Brazil,Female,18,Student,Some College,High,High,No,5,6,7,7,7,7
1,1,1,1,1,3,7,1,1,7,7,1,3,3,4,3,Turkey,Turkey,2,25,Engineer,3,3,4,1,7,6,1,2,1,1
2,1,1,1,4,4,7,7,1,1,7,7,5,2,1,2,United Kingdom,United Kingdom,Female,20,Student,College/University Degree,Low,Low,Yes,3,1,1,5,2,1
1,2,1,1,2,1,7,5,1,1,7,6,1,1,1,3,United Kingdom,United Kingdom,Male,26,Uk,3,3,2,Yes,2,2,1,1,1,1
2,2,1,2,3,3,7,3,2,2,3,2,2,2,5,2,United Kingdom,United Kingdom,Female,24,Student,College/University Degree,Medium,Medium,Yes,4,3,1,1,1,1
7,6,5,6,5,5,5,4,4,5,6,5,4,5,6,5,United States,United States,Male,26,Student,College/University Degree,High,High,Yes,5,6,5,6,6,6
2,2,2,2,3,3,7,7,4,3,6,3,3,3,5,3,United States,United States,Female,44,Educator,,Medium,Medium,Yes,5,1,2,2,2,2
3,3,3,3,3,4,2,3,3,2,5,3,4,4,3,3,United Kingdom,United Kingdom,Male,22,Student,Master's Degree,Medium,Medium,No,3,4,4,1,1,1
2,2,2,2,3,4,6,7,5,6,2,3,3,5,4,2,Turkey,Turkey,Male,21,Student,Some College,Low,High,No,7,7,2,6,1,1
3,2,4,3,3,5,3,2,3,2,3,2,2,4,3,3,India,India,Male,67,Service,College/University Degree&amp;am,Medium,Medium,Yes,2,2,3,2,3,4
1,1,1,1,1,1,5,2,1,1,2,1,2,2,2,1,Brazil,Brazil,Male,53,University Staff,College/University DegreeÊ,Medium,High,Yes,2,1,1,1,1,1
1,1,2,1,3,3,5,6,3,6,7,7,2,6,6,7,South Africa,South Africa,Male,18,N/A,High School/Secondary School&amp,Very Low,Medium,Yes,4,1,7,7,7,5
1,1,1,1,1,1,7,2,1,1,7,1,2,2,6,2,Turkey,Turkey,1,24,Engineer,3,5,5,0,1,1,1,1,1,1
2,2,2,2,3,7,7,5,1,2,2,5,1,7,2,2,Brazil,Brazil,Male,36,Student / Scientific Initiation Scholarship,Some College,Low,Low,Yes,1,1,1,7,6,6
2,2,2,2,4,2,6,4,2,3,6,3,4,2,2,4,China,China,Female,22,Student,College/University Degree,Medium,Medium,No,7,7,1,1,1,1
4,4,4,6,5,4,4,4,6,5,5,4,4,3,1,1,Philippines,Philippines,Female,34,Typing,Master's Degree,Medium,Medium,Yes,2,5,1,1,1,1
2,2,3,5,2,6,7,7,2,4,7,7,2,2,1,1,China,China,Female,20,Student,4,1,4,No,1,3,2,2,1,2
1,1,2,2,3,3,7,6,4,3,7,6,3,2,7,7,Turkey,Turkey,1,31,Engineer,4,2,2,1,7,7,4,4,1,7
2,2,2,1,1,1,1,1,2,1,1,2,3,7,2,1,Bolivia,Bolivia,Female,25,Student,MasterÕs Degree,Very Low,Low,Yes,4,2,5,4,5,3
3,3,2,2,4,4,5,3,3,2,2,2,3,3,2,4,Philippines,Philippines,Female,44,Not Working,Some College,Medium,Medium,Yes,3,2,3,4,4,5
3,2,2,3,2,5,6,5,2,5,5,5,3,6,3,3,Vietnam,Vietnam,Male,25,Officer,Master's Degree,Medium,Medium,No,3,3,5,2,1,4
2,2,1,1,2,3,3,3,2,2,3,3,1,1,3,3,China,China,Female,23,Student,4,3,3,Yes,3,3,1,1,1,1
1,1,1,1,2,3,5,3,1,2,2,2,2,1,1,3,South Africa,South Africa,Male,19,Self Employed,High School/Secondary School&amp,Very Low,Low,No,7,1,1,6,2,2
3,3,2,2,5,5,7,5,4,4,7,4,4,3,4,3,United Kingdom,United Kingdom,Female,22,Student,MasterÕs Degree,Very Low,Medium,Yes,2,6,2,3,2,2
4,3,2,2,3,5,7,6,1,1,4,4,2,2,2,2,China,China,Male,23,Student,Master,Very Low,Medium,No,7,7,2,2,1,1
2,3,2,2,4,3,6,3,3,2,6,3,3,2,3,2,United Kingdom,United Kingdom,Female,22,Student,Master's Degree,Low,High,Yes,2,2,2,2,2,2
2,1,1,1,3,3,6,3,2,2,3,2,3,1,5,2,United Kingdom,United Kingdom,Female,23,Student,Some College,Medium,Low,No,7,7,4,5,5,6
1,1,1,1,2,3,3,2,1,2,2,1,5,2,5,3,Nigeria,Nigeria,Male,42,Teaching,Master&amp;rsquo;s Degree,Medium,Medium,Yes,2,1,1,1,1,1
2,2,2,2,3,3,4,4,2,2,4,2,2,2,3,3,Taiwan,Taiwan,Female,34,Teacher,4,3,3,1,1,1,2,1,1,1
3,3,3,3,3,3,5,3,4,3,5,3,2,1,4,3,Indonesia,Indonesia,Male,22,Student,Some College,Medium,Medium,Yes,2,2,3,1,1,4
2,2,1,1,2,3,3,3,2,2,3,3,1,1,3,3,China,China,Female,23,Student,4,3,3,Yes,3,3,1,1,1,1
5,4,2,4,5,6,3,4,5,3,5,4,4,5,3,4,China,China,Male,23,Student,Master's Degree,Medium,Medium,No,4,4,5,4,6,3
2,1,1,1,4,3,7,6,1,4,4,5,3,2,1,2,Malaysia,Malaysia,Male,22,Student,College/University Degree,Medium,High,No,6,1,5,5,5,1
7,1,1,5,1,1,5,2,1,1,4,2,2,1,2,2,Cyprus,Cyprus,Female,23,Student,College/University Degree,Medium,Medium,Yes,5,1,1,5,2,1
7,6,5,6,5,5,5,4,4,5,6,5,4,5,6,5,United States,United States,Male,26,It,College/University Degree,High,High,Yes,5,6,5,6,6,6
3,3,4,3,3,3,3,5,3,4,4,3,2,3,3,4,Vietnam,Vietnam,Male,25,Student,Master's Degree,Medium,Medium,No,7,7,3,3,4,4
7,1,2,6,3,2,6,4,2,2,4,4,2,6,4,4,China,China,Female,31,Accountant,College/University Degree,Medium,Medium,No,6,7,2,5,1,4
5,5,3,3,2,3,7,5,2,2,5,5,2,2,5,5,United States,United States,Female,34,Office Manager,Some College&amp;amp;nbsp;&amp;a,Low,Low,Yes,6,1,2,5,2,3
3,2,2,2,2,3,4,3,2,2,4,3,2,2,3,2,Brazil,Brazil,Female,54,University Staff,College/University DegreeÊ,Low,Low,Yes,3,1,5,2,1,1
3,2,2,1,3,3,7,5,2,2,7,3,2,3,3,2,Canada,Canada,Female,22,Storage Facility Manager,Some College,Low,Low,No,7,7,1,5,1,2
4,1,1,1,2,2,5,3,1,2,2,4,2,3,2,2,South Africa,South Africa,Male,32,Designer,College/University Degree&amp;nb,Low,Low,Yes,3,1,1,5,1,3
1,1,1,1,2,2,7,3,1,1,3,2,1,1,3,2,South Africa,South Africa,Male,63,Architect,Master&amp;rsquo;s Degree,High,Medium,No,7,7,1,1,1,1
2,3,1,1,1,5,4,2,1,2,4,2,3,5,2,4,Hong Kong,France,Male,35,Sales,MasterÕs Degree,Medium,Medium,No,7,7,1,2,2,1
3,3,1,1,1,1,1,1,1,3,2,2,1,3,2,4,China,China,Male,25,Student,MasterÕs Degree,Low,High,Yes,3,2,4,4,3,4
5,5,3,5,3,3,5,5,2,2,5,3,2,1,4,2,China,China,Female,26,Student,College/University Degree,High,High,Yes,3,3,3,2,1,3
1,1,1,1,1,3,7,1,1,7,7,1,3,3,4,4,Turkey,Turkey,2,25,Engineer,3,3,4,1,7,6,1,2,1,1
4,3,6,6,5,6,5,6,6,7,6,5,3,5,4,4,Greece,Greece,Male,25,Student,Master Degree,Medium,Medium,Yes,5,4,6,4,2,2
3,1,1,1,2,2,1,2,1,1,2,1,1,2,1,3,Brazil,Brazil,Male,25,University Staff,Doctoral Degree,Medium,High,Yes,7,1,1,1,1,1
4,5,2,2,3,2,3,1,2,2,2,3,3,3,1,3,China,China,Male,18,Student,Doctoral Degree,High,High,No,6,7,2,1,1,3
2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,Hong Kong,Hong Kong,Female,50,Nurse,High School/Secondary School,Medium,Medium,No,6,4,2,2,2,2
2,2,3,3,2,4,4,3,2,3,4,7,4,2,2,4,Viet Nam,Viet Nam,Male,26,Student,MasterÕs Degree,Medium,Medium,Yes,7,3,4,2,1,3
3,2,1,5,2,2,7,4,2,1,4,4,1,1,1,2,Brazil,Brazil,Female,19,Student,Some College,High,High,Yes,6,1,2,7,7,7
7,1,1,1,1,5,2,2,1,1,2,2,2,2,1,2,Ghana,Canada,Male,30,Student,Master&#039;s Degree,Low,Very Low,Yes,3,1,2,2,1,1
2,3,2,1,2,2,6,3,1,1,3,2,3,3,2,2,Australia,Hong Kong,Female,49,Housewife,MasterÕs Degree,Very Low,Medium,Yes,2,2,2,2,2,2
1,1,1,1,1,2,5,1,1,1,3,1,3,3,3,2,Australia,Australia,Female,28,Teacher,College/University Degree,Medium,Medium,Yes,4,3,1,1,1,1
7,1,1,1,2,2,7,2,1,2,7,2,2,6,6,2,India,India,Male,69,Supervisor,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,2,1,1,2,1,1
3,2,1,1,1,1,3,2,1,1,2,1,2,1,2,1,Mexico,Mexico,Male,42,Teacher,College/University Degree,Medium,Medium,Yes,4,1,1,1,1,1
5,3,1,1,1,7,7,2,1,7,5,2,1,5,3,2,Brazil,Brazil,Male,17,Student,High School/Secondary School,Low,Low,Yes,2,1,7,6,7,7
3,5,2,2,1,1,3,2,2,2,2,2,1,2,3,2,China,China,Female,24,Student,College/University Degree,Very High,Very High,No,7,5,3,1,2,2
4,6,2,1,2,1,3,5,2,1,2,3,3,2,2,3,Philippines,Philippines,Female,22,Ceo,College/University Degree,Medium,Medium,Yes,2,1,1,1,1,1
1,1,1,1,1,4,1,1,1,4,1,1,1,7,7,1,China,China,Male,33,Software Developer,College/University Degree,Medium,Medium,No,7,7,2,3,7,1
2,3,2,6,2,3,3,5,1,2,2,3,2,3,2,4,India,India,Male,23,Business,College/University Degree&amp;am,Low,Medium,Yes,4,1,5,3,1,2
2,2,3,2,3,3,3,2,3,3,3,2,6,6,6,2,Hong Kong,Hong Kong,Male,30,Banking,College/University Degree,Medium,Medium,No,7,7,1,2,1,1
2,2,2,2,5,4,3,5,4,3,2,4,5,5,4,5,United Kingdom,United Kingdom,Female,19,Student,College/University Degree,Low,Low,No,7,7,1,1,1,1
3,4,2,2,2,1,3,1,1,7,2,2,1,3,1,2,China,China,Male,27,Student,College/University Degree,Medium,Medium,No,5,6,3,3,3,3
3,4,1,3,1,3,2,2,5,1,1,1,1,1,2,3,United Kingdom,United Kingdom,Female,29,Student,Master's Degree,Low,Low,No,6,6,1,2,2,1
4,4,4,3,4,3,4,1,1,1,4,1,1,1,4,1,United Kingdom,United Kingdom,Female,23,Student,4,3,3,Yes,2,2,1,1,1,1
1,1,1,1,4,2,2,5,2,2,2,2,1,1,1,1,China,China,Female,24,Student,Master&#039;s Degree,Low,Medium,No,6,5,2,2,1,1
4,3,3,3,3,6,7,7,2,5,6,7,2,6,6,3,Philippines,Philippines,Female,31,Home Maker,College/University Degree,Medium,High,Yes,2,1,1,1,1,1
3,2,1,2,1,3,7,3,1,4,5,3,1,2,2,3,South Africa,South Africa,Female,60,Archivist,College/University Degree&amp;nb,Medium,Medium,Yes,1,1,1,2,1,1
1,1,1,1,4,4,7,4,1,1,4,1,3,1,4,2,Brazil,Brazil,Female,50,University Staff,College/University Degree,Medium,Medium,Yes,1,1,7,7,7,7
3,2,1,2,1,3,5,3,1,2,5,3,1,3,5,6,Turkey,Turkey,Male,24,Postgraduate Student,College/University Degree,Medium,Medium,Yes,1,1,1,3,2,1
2,4,3,2,1,3,2,2,2,3,2,2,2,3,2,2,China,China,Male,23,Student,College/University Degree,Very Low,Medium,No,5,5,3,3,4,3
4,3,5,5,5,4,6,6,6,4,5,6,5,4,5,6,India,India,Male,33,Consultant,Master&amp;amp;rsquo;s Degree,Low,Low,Yes,4,5,4,3,5,6
3,2,2,3,3,5,6,4,3,4,3,4,3,6,2,3,United Kingdom,South Africa,Female,24,Student,College/University Degree,Low,Medium,Yes,3,3,1,1,1,2
4,3,5,2,4,6,6,6,3,5,1,4,2,6,2,2,"Korea, Republic Of","Korea, Republic Of",Male,25,Student,Master's Degree,Very Low,Medium,No,6,7,1,3,2,3
5,2,2,2,3,1,3,4,2,2,2,5,1,1,3,1,United Kingdom,United Kingdom,Female,23,Student,College/University Degree,Very Low,Low,No,5,5,2,5,2,1
1,3,1,2,7,7,7,6,4,4,4,4,3,4,4,5,Latvia,Latvia,Female,21,Student,College/University Degree,Medium,Low,No,5,2,4,3,2,2
4,4,4,4,7,7,7,7,7,7,7,7,3,3,5,4,United Kingdom,United Kingdom,Female,53,Cleaner,High School/Secondary School,Low,Medium,No,7,7,1,2,1,1
1,1,1,1,2,2,7,2,1,1,3,2,3,2,3,2,Greece,Greece,Female,23,Student,College/University Degree,Medium,High,Yes,4,2,1,1,1,1
4,1,1,,2,4,6,6,2,2,2,5,2,2,1,6,India,India,Female,,Teacher,College/University Degree&amp;am,,Medium,,2,1,1,1,1,1
